x,T
0,0.489796
0.02,0.478177
0.04,0.466661
0.06,0.455246
0.08,0.443931
0.1,0.432715
0.12,0.421596
0.14,0.410573
0.16,0.399643
0.18,0.388807
0.2,0.378061
0.22,0.367404
0.24,0.356835
0.26,0.346352
0.28,0.335953
0.3,0.325636
0.32,0.315399
0.34,0.305241
0.36,0.295159
0.38,0.285152
0.4,0.275217
0.42,0.265353
0.44,0.255557
0.46,0.245828
0.48,0.236163
0.5,0.22656
0.52,0.217018
0.54,0.207533
0.56,0.198104
0.58,0.188728
0.6,0.179404
0.62,0.170128
0.64,0.160899
0.66,0.151714
0.68,0.14257
0.7,0.133467
0.72,0.1244
0.74,0.115368
0.76,0.106369
0.78,0.0973994
0.8,0.0884573
0.82,0.0795401
0.84,0.0706454
0.86,0.0617708
0.88,0.0529138
0.9,0.0440718
0.92,0.0352423
0.94,0.0264229
0.96,0.0176111
0.98,0.00880429
1,0
