x,T
0,0.293785
0.02,0.284366
0.04,0.275143
0.06,0.266116
0.08,0.257281
0.1,0.248637
0.12,0.240181
0.14,0.231909
0.16,0.22382
0.18,0.215911
0.2,0.208177
0.22,0.200618
0.24,0.193228
0.26,0.186006
0.28,0.178947
0.3,0.172048
0.32,0.165306
0.34,0.158718
0.36,0.152279
0.38,0.145985
0.4,0.139834
0.42,0.13382
0.44,0.127941
0.46,0.122192
0.48,0.116568
0.5,0.111067
0.52,0.105683
0.54,0.100412
0.56,0.0952509
0.58,0.0901941
0.6,0.0852374
0.62,0.0803766
0.64,0.0756069
0.66,0.0709239
0.68,0.0663231
0.7,0.0617996
0.72,0.0573489
0.74,0.0529663
0.76,0.0486471
0.78,0.0443863
0.8,0.0401794
0.82,0.0360215
0.84,0.0319076
0.86,0.0278331
0.88,0.0237929
0.9,0.0197823
0.92,0.0157962
0.94,0.0118299
0.96,0.0078784
0.98,0.00393673
1,0
