x,T
0,0.717833
0.02,0.70294
0.04,0.688078
0.06,0.673246
0.08,0.658445
0.1,0.643674
0.12,0.628932
0.14,0.614219
0.16,0.599534
0.18,0.584876
0.2,0.570245
0.22,0.555641
0.24,0.541062
0.26,0.526509
0.28,0.511981
0.3,0.497476
0.32,0.482995
0.34,0.468537
0.36,0.454101
0.38,0.439687
0.4,0.425293
0.42,0.41092
0.44,0.396567
0.46,0.382233
0.48,0.367917
0.5,0.353619
0.52,0.339339
0.54,0.325074
0.56,0.310826
0.58,0.296593
0.6,0.282374
0.62,0.268169
0.64,0.253978
0.66,0.239799
0.68,0.225631
0.7,0.211475
0.72,0.197329
0.74,0.183193
0.76,0.169067
0.78,0.154948
0.8,0.140837
0.82,0.126734
0.84,0.112636
0.86,0.0985444
0.88,0.0844575
0.9,0.0703748
0.92,0.0562956
0.94,0.0422193
0.96,0.028145
0.98,0.0140721
1,0
