x,T
0,0.639769
0.02,0.626088
0.04,0.612458
0.06,0.598878
0.08,0.585348
0.1,0.571867
0.12,0.558433
0.14,0.545046
0.16,0.531706
0.18,0.518411
0.2,0.50516
0.22,0.491953
0.24,0.478788
0.26,0.465665
0.28,0.452583
0.3,0.439541
0.32,0.426537
0.34,0.413571
0.36,0.400642
0.38,0.387749
0.4,0.374891
0.42,0.362067
0.44,0.349275
0.46,0.336516
0.48,0.323786
0.5,0.311087
0.52,0.298416
0.54,0.285773
0.56,0.273156
0.58,0.260565
0.6,0.247997
0.62,0.235453
0.64,0.222931
0.66,0.21043
0.68,0.197949
0.7,0.185486
0.72,0.173041
0.74,0.160612
0.76,0.148199
0.78,0.135799
0.8,0.123413
0.82,0.111038
0.84,0.0986735
0.86,0.0863187
0.88,0.0739721
0.9,0.0616326
0.92,0.049299
0.94,0.0369701
0.96,0.0246448
0.98,0.0123218
1,0
