x,T
0,0.429224
0.02,0.418334
0.04,0.407574
0.06,0.39694
0.08,0.386432
0.1,0.376049
0.12,0.365787
0.14,0.355645
0.16,0.345623
0.18,0.335716
0.2,0.325925
0.22,0.316246
0.24,0.306678
0.26,0.297218
0.28,0.287864
0.3,0.278615
0.32,0.269467
0.34,0.260418
0.36,0.251467
0.38,0.24261
0.4,0.233846
0.42,0.225171
0.44,0.216583
0.46,0.20808
0.48,0.199658
0.5,0.191316
0.52,0.18305
0.54,0.174858
0.56,0.166737
0.58,0.158684
0.6,0.150696
0.62,0.142771
0.64,0.134905
0.66,0.127095
0.68,0.119339
0.7,0.111634
0.72,0.103976
0.74,0.096362
0.76,0.0887896
0.78,0.0812555
0.8,0.0737564
0.82,0.0662893
0.84,0.058851
0.86,0.0514384
0.88,0.0440482
0.9,0.0366773
0.92,0.0293226
0.94,0.0219806
0.96,0.0146484
0.98,0.00732258
1,0
