x,T
0,0.795417
0.02,0.77923
0.04,0.76306
0.06,0.746905
0.08,0.730766
0.1,0.714643
0.12,0.698535
0.14,0.682443
0.16,0.666364
0.18,0.650301
0.2,0.634251
0.22,0.618215
0.24,0.602192
0.26,0.586183
0.28,0.570186
0.3,0.554202
0.32,0.53823
0.34,0.522269
0.36,0.506321
0.38,0.490383
0.4,0.474456
0.42,0.45854
0.44,0.442634
0.46,0.426738
0.48,0.410851
0.5,0.394974
0.52,0.379105
0.54,0.363245
0.56,0.347393
0.58,0.331549
0.6,0.315712
0.62,0.299882
0.64,0.284059
0.66,0.268243
0.68,0.252432
0.7,0.236627
0.72,0.220828
0.74,0.205034
0.76,0.189244
0.78,0.173458
0.8,0.157677
0.82,0.141899
0.84,0.126124
0.86,0.110352
0.88,0.0945832
0.9,0.078816
0.92,0.0630507
0.94,0.0472867
0.96,0.0315239
0.98,0.0157618
1,0
