x,T
0,0.675325
0.02,0.661103
0.04,0.646922
0.06,0.632783
0.08,0.618683
0.1,0.604623
0.12,0.590602
0.14,0.576619
0.16,0.562674
0.18,0.548765
0.2,0.534891
0.22,0.521053
0.24,0.50725
0.26,0.49348
0.28,0.479743
0.3,0.466038
0.32,0.452365
0.34,0.438722
0.36,0.425108
0.38,0.411524
0.4,0.397967
0.42,0.384438
0.44,0.370936
0.46,0.357458
0.48,0.344006
0.5,0.330577
0.52,0.317172
0.54,0.303788
0.56,0.290426
0.58,0.277084
0.6,0.263762
0.62,0.250458
0.64,0.237172
0.66,0.223903
0.68,0.210649
0.7,0.197411
0.72,0.184186
0.74,0.170975
0.76,0.157776
0.78,0.144588
0.8,0.131411
0.82,0.118243
0.84,0.105083
0.86,0.0919314
0.88,0.0787861
0.9,0.0656464
0.92,0.0525114
0.94,0.0393803
0.96,0.0262519
0.98,0.0131255
1,0
