x,T
0,0.670185
0.02,0.656042
0.04,0.641942
0.06,0.627885
0.08,0.613869
0.1,0.599893
0.12,0.585958
0.14,0.572062
0.16,0.558205
0.18,0.544385
0.2,0.530603
0.22,0.516856
0.24,0.503146
0.26,0.48947
0.28,0.475828
0.3,0.462219
0.32,0.448643
0.34,0.435098
0.36,0.421584
0.38,0.408099
0.4,0.394644
0.42,0.381217
0.44,0.367817
0.46,0.354443
0.48,0.341096
0.5,0.327772
0.52,0.314473
0.54,0.301196
0.56,0.287941
0.58,0.274708
0.6,0.261494
0.62,0.2483
0.64,0.235124
0.66,0.221965
0.68,0.208823
0.7,0.195696
0.72,0.182584
0.74,0.169485
0.76,0.156399
0.78,0.143325
0.8,0.130261
0.82,0.117207
0.84,0.104162
0.86,0.0911247
0.88,0.0780942
0.9,0.0650695
0.92,0.0520497
0.94,0.0390339
0.96,0.0260209
0.98,0.01301
1,0
