x,T
0,0.668435
0.02,0.654319
0.04,0.640247
0.06,0.626217
0.08,0.612229
0.1,0.598283
0.12,0.584377
0.14,0.57051
0.16,0.556683
0.18,0.542894
0.2,0.529142
0.22,0.515427
0.24,0.501748
0.26,0.488104
0.28,0.474494
0.3,0.460918
0.32,0.447375
0.34,0.433863
0.36,0.420383
0.38,0.406933
0.4,0.393512
0.42,0.380119
0.44,0.366754
0.46,0.353416
0.48,0.340104
0.5,0.326816
0.52,0.313553
0.54,0.300313
0.56,0.287095
0.58,0.273898
0.6,0.260721
0.62,0.247564
0.64,0.234426
0.66,0.221305
0.68,0.2082
0.7,0.195112
0.72,0.182038
0.74,0.168977
0.76,0.15593
0.78,0.142894
0.8,0.129869
0.82,0.116854
0.84,0.103848
0.86,0.0908497
0.88,0.0778583
0.9,0.0648729
0.92,0.0518924
0.94,0.0389158
0.96,0.0259422
0.98,0.0129706
1,0
