x,T
0,0.324324
0.02,0.314582
0.04,0.305019
0.06,0.295636
0.08,0.286429
0.1,0.277396
0.12,0.268536
0.14,0.259845
0.16,0.251321
0.18,0.242961
0.2,0.234764
0.22,0.226725
0.24,0.218843
0.26,0.211114
0.28,0.203536
0.3,0.196105
0.32,0.188817
0.34,0.181671
0.36,0.174662
0.38,0.167787
0.4,0.161043
0.42,0.154426
0.44,0.147933
0.46,0.141559
0.48,0.135302
0.5,0.129157
0.52,0.12312
0.54,0.117188
0.56,0.111357
0.58,0.105622
0.6,0.0999801
0.62,0.0944265
0.64,0.0889574
0.66,0.0835683
0.68,0.0782553
0.7,0.0730139
0.72,0.0678398
0.74,0.0627288
0.76,0.0576765
0.78,0.0526784
0.8,0.0477302
0.82,0.0428273
0.84,0.0379653
0.86,0.0331398
0.88,0.0283462
0.9,0.0235799
0.92,0.0188365
0.94,0.0141114
0.96,0.00939996
0.98,0.00469769
1,0
