x,T
0,0.753452
0.02,0.737975
0.04,0.722523
0.06,0.707093
0.08,0.691687
0.1,0.676304
0.12,0.660943
0.14,0.645604
0.16,0.630286
0.18,0.614989
0.2,0.599712
0.22,0.584456
0.24,0.569219
0.26,0.554001
0.28,0.538802
0.3,0.523622
0.32,0.508459
0.34,0.493313
0.36,0.478185
0.38,0.463072
0.4,0.447976
0.42,0.432895
0.44,0.417829
0.46,0.402777
0.48,0.38774
0.5,0.372715
0.52,0.357704
0.54,0.342705
0.56,0.327719
0.58,0.312743
0.6,0.297779
0.62,0.282825
0.64,0.267881
0.66,0.252946
0.68,0.238021
0.7,0.223104
0.72,0.208194
0.74,0.193292
0.76,0.178397
0.78,0.163509
0.8,0.148626
0.82,0.133748
0.84,0.118875
0.86,0.104007
0.88,0.0891416
0.9,0.0742798
0.92,0.0594206
0.94,0.0445636
0.96,0.0297082
0.98,0.0148538
1,0
