x,T
0,0.58194
0.02,0.569096
0.04,0.556322
0.06,0.543615
0.08,0.530975
0.1,0.518401
0.12,0.505892
0.14,0.493447
0.16,0.481064
0.18,0.468743
0.2,0.456481
0.22,0.444279
0.24,0.432135
0.26,0.420047
0.28,0.408015
0.3,0.396037
0.32,0.384112
0.34,0.372239
0.36,0.360416
0.38,0.348642
0.4,0.336915
0.42,0.325235
0.44,0.313599
0.46,0.302007
0.48,0.290457
0.5,0.278948
0.52,0.267478
0.54,0.256045
0.56,0.244649
0.58,0.233288
0.6,0.22196
0.62,0.210664
0.64,0.199398
0.66,0.18816
0.68,0.17695
0.7,0.165766
0.72,0.154605
0.74,0.143467
0.76,0.132351
0.78,0.121253
0.8,0.110173
0.82,0.0991097
0.84,0.0880607
0.86,0.0770247
0.88,0.066
0.9,0.0549851
0.92,0.0439783
0.94,0.0329781
0.96,0.0219827
0.98,0.0109905
1,0
