x,T
0,0.794745
0.02,0.77857
0.04,0.762411
0.06,0.746268
0.08,0.730141
0.1,0.71403
0.12,0.697935
0.14,0.681854
0.16,0.665788
0.18,0.649737
0.2,0.633699
0.22,0.617676
0.24,0.601666
0.26,0.585669
0.28,0.569685
0.3,0.553714
0.32,0.537755
0.34,0.521808
0.36,0.505872
0.38,0.489948
0.4,0.474034
0.42,0.458132
0.44,0.442239
0.46,0.426356
0.48,0.410483
0.5,0.394619
0.52,0.378764
0.54,0.362918
0.56,0.34708
0.58,0.331249
0.6,0.315426
0.62,0.299611
0.64,0.283802
0.66,0.267999
0.68,0.252203
0.7,0.236412
0.72,0.220627
0.74,0.204847
0.76,0.189071
0.78,0.1733
0.8,0.157533
0.82,0.141769
0.84,0.126009
0.86,0.110252
0.88,0.0944967
0.9,0.0787439
0.92,0.062993
0.94,0.0472435
0.96,0.031495
0.98,0.0157473
1,0
