x,T
0,0.505929
0.02,0.494105
0.04,0.482378
0.06,0.470746
0.08,0.459208
0.1,0.447762
0.12,0.436407
0.14,0.425142
0.16,0.413965
0.18,0.402875
0.2,0.391869
0.22,0.380947
0.24,0.370107
0.26,0.359347
0.28,0.348665
0.3,0.338061
0.32,0.327531
0.34,0.317075
0.36,0.30669
0.38,0.296375
0.4,0.286128
0.42,0.275946
0.44,0.265828
0.46,0.255773
0.48,0.245778
0.5,0.23584
0.52,0.225959
0.54,0.216131
0.56,0.206356
0.58,0.19663
0.6,0.186952
0.62,0.17732
0.64,0.167731
0.66,0.158183
0.68,0.148674
0.7,0.139202
0.72,0.129765
0.74,0.12036
0.76,0.110985
0.78,0.101638
0.8,0.0923162
0.82,0.083018
0.84,0.0737408
0.86,0.0644823
0.88,0.0552401
0.9,0.0460119
0.92,0.0367955
0.94,0.0275884
0.96,0.0183884
0.98,0.00919301
1,0
