x,T
0,0.535316
0.02,0.523109
0.04,0.510988
0.06,0.49895
0.08,0.486996
0.1,0.475123
0.12,0.46333
0.14,0.451616
0.16,0.43998
0.18,0.428421
0.2,0.416936
0.22,0.405525
0.24,0.394185
0.26,0.382917
0.28,0.371717
0.3,0.360585
0.32,0.349519
0.34,0.338518
0.36,0.327579
0.38,0.316701
0.4,0.305883
0.42,0.295123
0.44,0.284419
0.46,0.273769
0.48,0.263172
0.5,0.252626
0.52,0.242129
0.54,0.231679
0.56,0.221275
0.58,0.210914
0.6,0.200595
0.62,0.190316
0.64,0.180075
0.66,0.16987
0.68,0.159699
0.7,0.149561
0.72,0.139453
0.74,0.129373
0.76,0.119319
0.78,0.10929
0.8,0.0992831
0.82,0.0892966
0.84,0.0793284
0.86,0.0693766
0.88,0.059439
0.9,0.0495138
0.92,0.0395987
0.94,0.0296919
0.96,0.0197912
0.98,0.00989456
1,0
