x,T
0,0.633431
0.02,0.619844
0.04,0.60631
0.06,0.592829
0.08,0.579398
0.1,0.566018
0.12,0.552688
0.14,0.539406
0.16,0.526172
0.18,0.512985
0.2,0.499844
0.22,0.486749
0.24,0.473697
0.26,0.460689
0.28,0.447722
0.3,0.434797
0.32,0.421913
0.34,0.409067
0.36,0.39626
0.38,0.38349
0.4,0.370756
0.42,0.358057
0.44,0.345392
0.46,0.33276
0.48,0.320161
0.5,0.307591
0.52,0.295052
0.54,0.282541
0.56,0.270057
0.58,0.2576
0.6,0.245168
0.62,0.23276
0.64,0.220375
0.66,0.208011
0.68,0.195668
0.7,0.183345
0.72,0.171039
0.74,0.158751
0.76,0.146478
0.78,0.13422
0.8,0.121976
0.82,0.109743
0.84,0.0975217
0.86,0.0853101
0.88,0.073107
0.9,0.0609113
0.92,0.0487217
0.94,0.036537
0.96,0.0243559
0.98,0.0121774
1,0
