x,T
0,0.664879
0.02,0.650818
0.04,0.636801
0.06,0.622828
0.08,0.608898
0.1,0.595009
0.12,0.581162
0.14,0.567356
0.16,0.553589
0.18,0.539862
0.2,0.526172
0.22,0.512521
0.24,0.498906
0.26,0.485327
0.28,0.471783
0.3,0.458273
0.32,0.444797
0.34,0.431353
0.36,0.417941
0.38,0.40456
0.4,0.391209
0.42,0.377887
0.44,0.364593
0.46,0.351327
0.48,0.338087
0.5,0.324872
0.52,0.311682
0.54,0.298516
0.56,0.285372
0.58,0.272251
0.6,0.25915
0.62,0.246068
0.64,0.233006
0.66,0.219962
0.68,0.206934
0.7,0.193923
0.72,0.180927
0.74,0.167945
0.76,0.154975
0.78,0.142018
0.8,0.129072
0.82,0.116136
0.84,0.103209
0.86,0.0902903
0.88,0.0773786
0.9,0.0644729
0.92,0.0515722
0.94,0.0386756
0.96,0.0257821
0.98,0.0128905
1,0
