x,T
0,0.183007
0.02,0.174946
0.04,0.167149
0.06,0.15961
0.08,0.152326
0.1,0.145291
0.12,0.138502
0.14,0.131952
0.16,0.125638
0.18,0.119554
0.2,0.113695
0.22,0.108056
0.24,0.102632
0.26,0.0974164
0.28,0.0924047
0.3,0.0875912
0.32,0.0829702
0.34,0.0785361
0.36,0.0742833
0.38,0.070206
0.4,0.0662986
0.42,0.0625552
0.44,0.0589703
0.46,0.0555379
0.48,0.0522524
0.5,0.0491081
0.52,0.0460991
0.54,0.0432198
0.56,0.0404644
0.58,0.0378273
0.6,0.0353029
0.62,0.0328854
0.64,0.0305693
0.66,0.028349
0.68,0.0262189
0.7,0.0241736
0.72,0.0222075
0.74,0.0203152
0.76,0.0184913
0.78,0.0167303
0.8,0.015027
0.82,0.0133759
0.84,0.0117718
0.86,0.0102094
0.88,0.00868346
0.9,0.00718866
0.92,0.00571982
0.94,0.00427173
0.96,0.00283919
0.98,0.001417
1,0
