x,T
0,0.787053
0.02,0.771009
0.04,0.754984
0.06,0.738975
0.08,0.722985
0.1,0.70701
0.12,0.691053
0.14,0.675112
0.16,0.659186
0.18,0.643276
0.2,0.627382
0.22,0.611502
0.24,0.595637
0.26,0.579786
0.28,0.563949
0.3,0.548126
0.32,0.532315
0.34,0.516518
0.36,0.500733
0.38,0.48496
0.4,0.469199
0.42,0.453449
0.44,0.437711
0.46,0.421983
0.48,0.406265
0.5,0.390558
0.52,0.37486
0.54,0.359171
0.56,0.343491
0.58,0.327819
0.6,0.312156
0.62,0.2965
0.64,0.280852
0.66,0.26521
0.68,0.249575
0.7,0.233947
0.72,0.218324
0.74,0.202707
0.76,0.187094
0.78,0.171487
0.8,0.155883
0.82,0.140284
0.84,0.124688
0.86,0.109095
0.88,0.0935051
0.9,0.0779173
0.92,0.0623315
0.94,0.0467473
0.96,0.0311642
0.98,0.0155819
1,0
