x,T
0,0.733475
0.02,0.718328
0.04,0.703209
0.06,0.688117
0.08,0.673052
0.1,0.658014
0.12,0.643002
0.14,0.628015
0.16,0.613054
0.18,0.598117
0.2,0.583203
0.22,0.568314
0.24,0.553447
0.26,0.538603
0.28,0.523781
0.3,0.50898
0.32,0.4942
0.34,0.479441
0.36,0.464701
0.38,0.44998
0.4,0.435279
0.42,0.420595
0.44,0.405928
0.46,0.391279
0.48,0.376646
0.5,0.362029
0.52,0.347427
0.54,0.33284
0.56,0.318267
0.58,0.303707
0.6,0.289161
0.62,0.274626
0.64,0.260103
0.66,0.245592
0.68,0.231091
0.7,0.216599
0.72,0.202117
0.74,0.187644
0.76,0.173179
0.78,0.158721
0.8,0.14427
0.82,0.129825
0.84,0.115386
0.86,0.100952
0.88,0.0865221
0.9,0.072096
0.92,0.0576731
0.94,0.0432526
0.96,0.028834
0.98,0.0144167
1,0
