x,T
0,0.752475
0.02,0.737015
0.04,0.721579
0.06,0.706166
0.08,0.690777
0.1,0.675411
0.12,0.660067
0.14,0.644745
0.16,0.629444
0.18,0.614165
0.2,0.598906
0.22,0.583668
0.24,0.568449
0.26,0.55325
0.28,0.538069
0.3,0.522907
0.32,0.507763
0.34,0.492637
0.36,0.477527
0.38,0.462434
0.4,0.447357
0.42,0.432295
0.44,0.417249
0.46,0.402217
0.48,0.387199
0.5,0.372194
0.52,0.357203
0.54,0.342224
0.56,0.327258
0.58,0.312303
0.6,0.297359
0.62,0.282425
0.64,0.267502
0.66,0.252588
0.68,0.237683
0.7,0.222787
0.72,0.207898
0.74,0.193017
0.76,0.178143
0.78,0.163275
0.8,0.148414
0.82,0.133557
0.84,0.118705
0.86,0.103858
0.88,0.089014
0.9,0.0741734
0.92,0.0593355
0.94,0.0444998
0.96,0.0296656
0.98,0.0148325
1,0
