x,T
0,0.501992
0.02,0.490219
0.04,0.478544
0.06,0.466965
0.08,0.455482
0.1,0.444092
0.12,0.432795
0.14,0.421589
0.16,0.410473
0.18,0.399445
0.2,0.388503
0.22,0.377646
0.24,0.366872
0.26,0.356179
0.28,0.345567
0.3,0.335033
0.32,0.324575
0.34,0.314191
0.36,0.30388
0.38,0.29364
0.4,0.283469
0.42,0.273365
0.44,0.263326
0.46,0.25335
0.48,0.243436
0.5,0.23358
0.52,0.223781
0.54,0.214037
0.56,0.204346
0.58,0.194706
0.6,0.185114
0.62,0.175568
0.64,0.166067
0.66,0.156608
0.68,0.147188
0.7,0.137806
0.72,0.128459
0.74,0.119144
0.76,0.109861
0.78,0.100606
0.8,0.0913768
0.82,0.0821713
0.84,0.0729873
0.86,0.0638222
0.88,0.0546738
0.9,0.0455396
0.92,0.0364174
0.94,0.0273047
0.96,0.0181992
0.98,0.00909839
1,0
