x,T
0,0.79062
0.02,0.774515
0.04,0.758428
0.06,0.742357
0.08,0.726303
0.1,0.710266
0.12,0.694244
0.14,0.678239
0.16,0.662248
0.18,0.646273
0.2,0.630312
0.22,0.614366
0.24,0.598433
0.26,0.582515
0.28,0.56661
0.3,0.550718
0.32,0.534839
0.34,0.518972
0.36,0.503117
0.38,0.487274
0.4,0.471442
0.42,0.455622
0.44,0.439812
0.46,0.424012
0.48,0.408222
0.5,0.392442
0.52,0.376671
0.54,0.360909
0.56,0.345156
0.58,0.329411
0.6,0.313673
0.62,0.297943
0.64,0.282221
0.66,0.266504
0.68,0.250795
0.7,0.235091
0.72,0.219393
0.74,0.2037
0.76,0.188012
0.78,0.172328
0.8,0.156649
0.82,0.140973
0.84,0.125301
0.86,0.109632
0.88,0.0939652
0.9,0.0783009
0.92,0.0626385
0.94,0.0469775
0.96,0.0313177
0.98,0.0156587
1,0
