x,T
0,0.203822
0.02,0.195461
0.04,0.18735
0.06,0.179486
0.08,0.171864
0.1,0.164481
0.12,0.157333
0.14,0.150415
0.16,0.143723
0.18,0.137253
0.2,0.131001
0.22,0.124961
0.24,0.119129
0.26,0.1135
0.28,0.108069
0.3,0.102832
0.32,0.0977823
0.34,0.0929161
0.36,0.0882278
0.38,0.0837123
0.4,0.0793643
0.42,0.0751785
0.44,0.0711495
0.46,0.067272
0.48,0.0635407
0.5,0.0599501
0.52,0.0564948
0.54,0.0531693
0.56,0.0499683
0.58,0.0468862
0.6,0.0439176
0.62,0.041057
0.64,0.038299
0.66,0.0356381
0.68,0.0330689
0.7,0.0305858
0.72,0.0281835
0.74,0.0258565
0.76,0.0235993
0.78,0.0214067
0.8,0.0192731
0.82,0.0171931
0.84,0.0151614
0.86,0.0131725
0.88,0.0112212
0.9,0.00930195
0.92,0.00740947
0.94,0.00553838
0.96,0.00368334
0.98,0.001839
1,0
