x,T
0,0.269006
0.02,0.259855
0.04,0.250915
0.06,0.242183
0.08,0.233659
0.1,0.225337
0.12,0.217217
0.14,0.209294
0.16,0.201566
0.18,0.194029
0.2,0.186681
0.22,0.179518
0.24,0.172536
0.26,0.165732
0.28,0.159102
0.3,0.152643
0.32,0.14635
0.34,0.140221
0.36,0.13425
0.38,0.128433
0.4,0.122767
0.42,0.117248
0.44,0.111871
0.46,0.106631
0.48,0.101524
0.5,0.0965468
0.52,0.0916935
0.54,0.08696
0.56,0.0823415
0.58,0.0778334
0.6,0.0734311
0.62,0.0691296
0.64,0.0649243
0.66,0.0608102
0.68,0.0567825
0.7,0.0528363
0.72,0.0489666
0.74,0.0451685
0.76,0.0414369
0.78,0.0377668
0.8,0.0341532
0.82,0.030591
0.84,0.0270751
0.86,0.0236004
0.88,0.0201618
0.9,0.0167542
0.92,0.0133724
0.94,0.0100112
0.96,0.0066655
0.98,0.00333017
1,0
