x,T
0,0.592834
0.02,0.579837
0.04,0.566905
0.06,0.554037
0.08,0.541233
0.1,0.528491
0.12,0.515811
0.14,0.503191
0.16,0.49063
0.18,0.478128
0.2,0.465683
0.22,0.453293
0.24,0.440959
0.26,0.428678
0.28,0.416449
0.3,0.404272
0.32,0.392145
0.34,0.380066
0.36,0.368036
0.38,0.356051
0.4,0.344112
0.42,0.332216
0.44,0.320363
0.46,0.308551
0.48,0.296779
0.5,0.285045
0.52,0.273348
0.54,0.261687
0.56,0.25006
0.58,0.238466
0.6,0.226903
0.62,0.215371
0.64,0.203867
0.66,0.19239
0.68,0.180939
0.7,0.169512
0.72,0.158108
0.74,0.146725
0.76,0.135362
0.78,0.124018
0.8,0.11269
0.82,0.101377
0.84,0.0900781
0.86,0.0787915
0.88,0.0675156
0.9,0.056249
0.92,0.0449899
0.94,0.0337371
0.96,0.0224888
0.98,0.0112436
1,0
