x,T
0,0.787776
0.02,0.77172
0.04,0.755682
0.06,0.739661
0.08,0.723657
0.1,0.70767
0.12,0.6917
0.14,0.675746
0.16,0.659807
0.18,0.643884
0.2,0.627976
0.22,0.612083
0.24,0.596204
0.26,0.580339
0.28,0.564489
0.3,0.548651
0.32,0.532827
0.34,0.517016
0.36,0.501216
0.38,0.485429
0.4,0.469654
0.42,0.45389
0.44,0.438137
0.46,0.422394
0.48,0.406662
0.5,0.39094
0.52,0.375227
0.54,0.359523
0.56,0.343828
0.58,0.328142
0.6,0.312464
0.62,0.296793
0.64,0.281129
0.66,0.265473
0.68,0.249823
0.7,0.234179
0.72,0.218541
0.74,0.202908
0.76,0.18728
0.78,0.171657
0.8,0.156039
0.82,0.140424
0.84,0.124812
0.86,0.109204
0.88,0.0935984
0.9,0.0779951
0.92,0.0623938
0.94,0.046794
0.96,0.0311953
0.98,0.0155975
1,0
