x,T
0,0.768089
0.02,0.752368
0.04,0.736667
0.06,0.720988
0.08,0.705328
0.1,0.689689
0.12,0.67407
0.14,0.65847
0.16,0.642888
0.18,0.627325
0.2,0.611781
0.22,0.596254
0.24,0.580744
0.26,0.565251
0.28,0.549775
0.3,0.534315
0.32,0.518871
0.34,0.503442
0.36,0.488027
0.38,0.472628
0.4,0.457242
0.42,0.44187
0.44,0.426511
0.46,0.411164
0.48,0.39583
0.5,0.380508
0.52,0.365197
0.54,0.349898
0.56,0.334608
0.58,0.319329
0.6,0.30406
0.62,0.2888
0.64,0.273548
0.66,0.258305
0.68,0.24307
0.7,0.227842
0.72,0.212621
0.74,0.197407
0.76,0.182198
0.78,0.166996
0.8,0.151798
0.82,0.136605
0.84,0.121416
0.86,0.106231
0.88,0.0910489
0.9,0.0758698
0.92,0.0606931
0.94,0.0455182
0.96,0.0303447
0.98,0.0151721
1,0
