x,T
0,0.788494
0.02,0.772426
0.04,0.756375
0.06,0.740342
0.08,0.724326
0.1,0.708326
0.12,0.692343
0.14,0.676375
0.16,0.660424
0.18,0.644487
0.2,0.628566
0.22,0.612659
0.24,0.596767
0.26,0.580889
0.28,0.565024
0.3,0.549173
0.32,0.533335
0.34,0.51751
0.36,0.501696
0.38,0.485895
0.4,0.470106
0.42,0.454327
0.44,0.43856
0.46,0.422803
0.48,0.407056
0.5,0.391319
0.52,0.375592
0.54,0.359873
0.56,0.344164
0.58,0.328462
0.6,0.312769
0.62,0.297083
0.64,0.281405
0.66,0.265733
0.68,0.250068
0.7,0.234409
0.72,0.218756
0.74,0.203108
0.76,0.187465
0.78,0.171827
0.8,0.156193
0.82,0.140563
0.84,0.124936
0.86,0.109312
0.88,0.0936911
0.9,0.0780724
0.92,0.0624556
0.94,0.0468403
0.96,0.0312263
0.98,0.0156129
1,0
