x,T
0,0.747475
0.02,0.732097
0.04,0.716745
0.06,0.701417
0.08,0.686114
0.1,0.670834
0.12,0.655578
0.14,0.640345
0.16,0.625134
0.18,0.609945
0.2,0.594777
0.22,0.579631
0.24,0.564505
0.26,0.5494
0.28,0.534314
0.3,0.519247
0.32,0.504199
0.34,0.489169
0.36,0.474157
0.38,0.459161
0.4,0.444183
0.42,0.429221
0.44,0.414275
0.46,0.399343
0.48,0.384427
0.5,0.369524
0.52,0.354635
0.54,0.33976
0.56,0.324896
0.58,0.310045
0.6,0.295206
0.62,0.280377
0.64,0.265559
0.66,0.250751
0.68,0.235952
0.7,0.221162
0.72,0.20638
0.74,0.191607
0.76,0.17684
0.78,0.16208
0.8,0.147326
0.82,0.132577
0.84,0.117834
0.86,0.103095
0.88,0.0883598
0.9,0.0736281
0.92,0.0588991
0.94,0.0441724
0.96,0.0294473
0.98,0.0147234
1,0
