x,T
0,0.125874
0.02,0.118861
0.04,0.112147
0.06,0.105725
0.08,0.099587
0.1,0.0937269
0.12,0.0881369
0.14,0.0828094
0.16,0.0777368
0.18,0.0729114
0.2,0.0683255
0.22,0.0639713
0.24,0.0598409
0.26,0.0559265
0.28,0.0522204
0.3,0.0487148
0.32,0.045402
0.34,0.0422743
0.36,0.0393241
0.38,0.036544
0.4,0.0339265
0.42,0.0314644
0.44,0.0291505
0.46,0.0269778
0.48,0.0249393
0.5,0.0230283
0.52,0.0212382
0.54,0.0195626
0.56,0.017995
0.58,0.0165294
0.6,0.0151598
0.62,0.0138804
0.64,0.0126854
0.66,0.0115694
0.68,0.0105269
0.7,0.00955292
0.72,0.00864223
0.74,0.00778994
0.76,0.00699129
0.78,0.00624159
0.8,0.00553634
0.82,0.0048711
0.84,0.00424155
0.86,0.00364349
0.88,0.00307279
0.9,0.00252538
0.92,0.00199728
0.94,0.00148456
0.96,0.000983337
0.98,0.00048976
1,0
