x,T
0,0.651811
0.02,0.637948
0.04,0.624134
0.06,0.610367
0.08,0.596645
0.1,0.58297
0.12,0.569339
0.14,0.555752
0.16,0.542208
0.18,0.528706
0.2,0.515246
0.22,0.501826
0.24,0.488446
0.26,0.475105
0.28,0.461801
0.3,0.448535
0.32,0.435305
0.34,0.422111
0.36,0.40895
0.38,0.395823
0.4,0.382729
0.42,0.369666
0.44,0.356634
0.46,0.343631
0.48,0.330657
0.5,0.31771
0.52,0.30479
0.54,0.291896
0.56,0.279026
0.58,0.26618
0.6,0.253357
0.62,0.240555
0.64,0.227773
0.66,0.215011
0.68,0.202268
0.7,0.189541
0.72,0.176831
0.74,0.164137
0.76,0.151456
0.78,0.138789
0.8,0.126133
0.82,0.113489
0.84,0.100854
0.86,0.088228
0.88,0.0756097
0.9,0.062998
0.92,0.0503918
0.94,0.03779
0.96,0.0251915
0.98,0.0125952
1,0
