x,T
0,0.780316
0.02,0.764388
0.04,0.748478
0.06,0.732587
0.08,0.716715
0.1,0.70086
0.12,0.685023
0.14,0.669203
0.16,0.653401
0.18,0.637614
0.2,0.621844
0.22,0.60609
0.24,0.590352
0.26,0.574628
0.28,0.55892
0.3,0.543225
0.32,0.527545
0.34,0.511879
0.36,0.496226
0.38,0.480585
0.4,0.464958
0.42,0.449342
0.44,0.433738
0.46,0.418146
0.48,0.402564
0.5,0.386994
0.52,0.371433
0.54,0.355882
0.56,0.340341
0.58,0.324809
0.6,0.309285
0.62,0.29377
0.64,0.278262
0.66,0.262762
0.68,0.247269
0.7,0.231783
0.72,0.216302
0.74,0.200828
0.76,0.185359
0.78,0.169895
0.8,0.154435
0.82,0.13898
0.84,0.123528
0.86,0.10808
0.88,0.0926345
0.9,0.0771916
0.92,0.0617508
0.94,0.0463116
0.96,0.0308737
0.98,0.0154367
1,0
