x,T
0,0.309392
0.02,0.299807
0.04,0.29041
0.06,0.2812
0.08,0.272175
0.1,0.263331
0.12,0.254668
0.14,0.246181
0.16,0.237869
0.18,0.229728
0.2,0.221757
0.22,0.213952
0.24,0.206309
0.26,0.198827
0.28,0.191502
0.3,0.18433
0.32,0.177309
0.34,0.170434
0.36,0.163703
0.38,0.157112
0.4,0.150657
0.42,0.144335
0.44,0.138141
0.46,0.132072
0.48,0.126125
0.5,0.120294
0.52,0.114576
0.54,0.108968
0.56,0.103464
0.58,0.0980607
0.6,0.092754
0.62,0.0875393
0.64,0.0824125
0.66,0.0773691
0.68,0.0724048
0.7,0.067515
0.72,0.0626953
0.74,0.0579412
0.76,0.0532481
0.78,0.0486114
0.8,0.0440266
0.82,0.0394889
0.84,0.0349938
0.86,0.0305366
0.88,0.0261125
0.9,0.0217169
0.92,0.017345
0.94,0.0129921
0.96,0.00865347
0.98,0.00432435
1,0
