x,T
0,0.015748
0.02,0.0131394
0.04,0.0108848
0.06,0.00895087
0.08,0.00730507
0.1,0.00591571
0.12,0.00475253
0.14,0.00378696
0.16,0.0029924
0.18,0.00234438
0.2,0.00182068
0.22,0.00140138
0.24,0.00106884
0.26,0.000807658
0.28,0.000604537
0.3,0.00044815
0.32,0.000328968
0.34,0.000239078
0.36,0.000171992
0.38,0.000122458
0.4,8.62795e-05
0.42,6.01445e-05
0.44,4.14747e-05
0.46,2.82877e-05
0.48,1.90797e-05
0.5,1.27243e-05
0.52,8.38915e-06
0.54,5.46702e-06
0.56,3.52097e-06
0.58,2.2407e-06
0.6,1.40878e-06
0.62,8.74918e-07
0.64,5.36645e-07
0.66,3.25032e-07
0.68,1.94362e-07
0.7,1.14727e-07
0.72,6.68364e-08
0.74,3.84215e-08
0.76,2.17905e-08
0.78,1.21903e-08
0.8,6.72548e-09
0.82,3.65859e-09
0.84,1.96197e-09
0.86,1.03696e-09
0.88,5.40016e-10
0.9,2.7696e-10
0.92,1.39702e-10
0.94,6.89304e-11
0.96,3.24651e-11
0.98,1.28153e-11
1,0
