x,T
0,0.704492
0.02,0.689812
0.04,0.675167
0.06,0.660555
0.08,0.645977
0.1,0.631431
0.12,0.616917
0.14,0.602435
0.16,0.587984
0.18,0.573563
0.2,0.559172
0.22,0.544809
0.24,0.530475
0.26,0.516169
0.28,0.50189
0.3,0.487637
0.32,0.47341
0.34,0.459209
0.36,0.445031
0.38,0.430878
0.4,0.416747
0.42,0.402639
0.44,0.388553
0.46,0.374488
0.48,0.360443
0.5,0.346418
0.52,0.332411
0.54,0.318423
0.56,0.304452
0.58,0.290498
0.6,0.27656
0.62,0.262637
0.64,0.248729
0.66,0.234834
0.68,0.220952
0.7,0.207083
0.72,0.193225
0.74,0.179378
0.76,0.165541
0.78,0.151714
0.8,0.137895
0.82,0.124083
0.84,0.110278
0.86,0.0964801
0.88,0.0826872
0.9,0.0688989
0.92,0.0551145
0.94,0.0413331
0.96,0.0275541
0.98,0.0137767
1,0
