x,T
0,0.542125
0.02,0.529827
0.04,0.517612
0.06,0.505479
0.08,0.493426
0.1,0.481453
0.12,0.469557
0.14,0.457738
0.16,0.445994
0.18,0.434325
0.2,0.422728
0.22,0.411202
0.24,0.399746
0.26,0.388359
0.28,0.377039
0.3,0.365784
0.32,0.354593
0.34,0.343465
0.36,0.332397
0.38,0.321389
0.4,0.310438
0.42,0.299544
0.44,0.288704
0.46,0.277916
0.48,0.26718
0.5,0.256493
0.52,0.245854
0.54,0.23526
0.56,0.22471
0.58,0.214203
0.6,0.203736
0.62,0.193308
0.64,0.182917
0.66,0.17256
0.68,0.162237
0.7,0.151945
0.72,0.141682
0.74,0.131447
0.76,0.121237
0.78,0.11105
0.8,0.100886
0.82,0.0907408
0.84,0.0806137
0.86,0.0705023
0.88,0.0604048
0.9,0.0503192
0.92,0.0402434
0.94,0.0301756
0.96,0.0201138
0.98,0.0100559
1,0
