x,T
0,0.641834
0.02,0.628122
0.04,0.61446
0.06,0.600848
0.08,0.587286
0.1,0.573771
0.12,0.560304
0.14,0.546883
0.16,0.533507
0.18,0.520177
0.2,0.50689
0.22,0.493647
0.24,0.480445
0.26,0.467285
0.28,0.454165
0.3,0.441084
0.32,0.428042
0.34,0.415037
0.36,0.402068
0.38,0.389135
0.4,0.376237
0.42,0.363371
0.44,0.350539
0.46,0.337737
0.48,0.324966
0.5,0.312224
0.52,0.299511
0.54,0.286824
0.56,0.274164
0.58,0.261529
0.6,0.248918
0.62,0.236329
0.64,0.223763
0.66,0.211217
0.68,0.198691
0.7,0.186183
0.72,0.173692
0.74,0.161218
0.76,0.148758
0.78,0.136313
0.8,0.12388
0.82,0.111459
0.84,0.099048
0.86,0.0866466
0.88,0.0742534
0.9,0.0618671
0.92,0.0494867
0.94,0.0371109
0.96,0.0247387
0.98,0.0123688
1,0
