x,T
0,0.413146
0.02,0.40244
0.04,0.391871
0.06,0.381436
0.08,0.371135
0.1,0.360964
0.12,0.350923
0.14,0.341009
0.16,0.33122
0.18,0.321555
0.2,0.312012
0.22,0.302588
0.24,0.293281
0.26,0.284089
0.28,0.275009
0.3,0.26604
0.32,0.257179
0.34,0.248423
0.36,0.23977
0.38,0.231217
0.4,0.222762
0.42,0.214403
0.44,0.206135
0.46,0.197958
0.48,0.189867
0.5,0.18186
0.52,0.173935
0.54,0.166088
0.56,0.158316
0.58,0.150616
0.6,0.142986
0.62,0.135421
0.64,0.12792
0.66,0.120479
0.68,0.113095
0.7,0.105764
0.72,0.098484
0.74,0.0912509
0.76,0.0840617
0.78,0.0769131
0.8,0.0698018
0.82,0.0627244
0.84,0.0556777
0.86,0.0486582
0.88,0.0416626
0.9,0.0346875
0.92,0.0277294
0.94,0.0207851
0.96,0.013851
0.98,0.0069238
1,0
