x,T
0,0.744376
0.02,0.72905
0.04,0.71375
0.06,0.698474
0.08,0.683224
0.1,0.667998
0.12,0.652796
0.14,0.637617
0.16,0.622462
0.18,0.607329
0.2,0.592218
0.22,0.577128
0.24,0.56206
0.26,0.547012
0.28,0.531985
0.3,0.516977
0.32,0.501988
0.34,0.487018
0.36,0.472066
0.38,0.457132
0.4,0.442215
0.42,0.427314
0.44,0.41243
0.46,0.397561
0.48,0.382707
0.5,0.367868
0.52,0.353042
0.54,0.338231
0.56,0.323432
0.58,0.308645
0.6,0.29387
0.62,0.279107
0.64,0.264354
0.66,0.249611
0.68,0.234878
0.7,0.220154
0.72,0.205439
0.74,0.190731
0.76,0.176031
0.78,0.161338
0.8,0.146651
0.82,0.131969
0.84,0.117293
0.86,0.102622
0.88,0.0879539
0.9,0.0732897
0.92,0.0586283
0.94,0.0439692
0.96,0.0293119
0.98,0.0146556
1,0
