x,T
0,0.78185
0.02,0.765895
0.04,0.749959
0.06,0.734042
0.08,0.718142
0.1,0.70226
0.12,0.686396
0.14,0.670549
0.16,0.654718
0.18,0.638904
0.2,0.623105
0.22,0.607323
0.24,0.591555
0.26,0.575803
0.28,0.560065
0.3,0.544341
0.32,0.528632
0.34,0.512935
0.36,0.497252
0.38,0.481582
0.4,0.465924
0.42,0.450278
0.44,0.434643
0.46,0.41902
0.48,0.403408
0.5,0.387806
0.52,0.372214
0.54,0.356632
0.56,0.341059
0.58,0.325495
0.6,0.309939
0.62,0.294392
0.64,0.278852
0.66,0.26332
0.68,0.247795
0.7,0.232276
0.72,0.216763
0.74,0.201256
0.76,0.185754
0.78,0.170258
0.8,0.154765
0.82,0.139277
0.84,0.123792
0.86,0.108311
0.88,0.0928329
0.9,0.077357
0.92,0.0618831
0.94,0.0464109
0.96,0.0309399
0.98,0.0154698
1,0
