x,T
0,0.193548
0.02,0.185332
0.04,0.177372
0.06,0.169664
0.08,0.162205
0.1,0.15499
0.12,0.148014
0.14,0.141274
0.16,0.134765
0.18,0.128482
0.2,0.12242
0.22,0.116575
0.24,0.110941
0.26,0.105513
0.28,0.100286
0.3,0.0952549
0.32,0.0904145
0.34,0.0857593
0.36,0.0812838
0.38,0.0769828
0.4,0.0728507
0.42,0.0688819
0.44,0.065071
0.46,0.0614125
0.48,0.0579007
0.5,0.0545301
0.52,0.0512951
0.54,0.0481902
0.56,0.0452097
0.58,0.0423481
0.6,0.0395999
0.62,0.0369594
0.64,0.0344212
0.66,0.0319797
0.68,0.0296294
0.7,0.0273648
0.72,0.0251804
0.74,0.0230708
0.76,0.0210305
0.78,0.0190542
0.8,0.0171364
0.82,0.0152717
0.84,0.0134549
0.86,0.0116804
0.88,0.00994298
0.9,0.00823735
0.92,0.00655817
0.94,0.00490013
0.96,0.00325795
0.98,0.00162634
1,0
