x,T
0,0.762808
0.02,0.747176
0.04,0.731565
0.06,0.715976
0.08,0.700408
0.1,0.684862
0.12,0.669336
0.14,0.65383
0.16,0.638344
0.18,0.622877
0.2,0.60743
0.22,0.592
0.24,0.576589
0.26,0.561196
0.28,0.54582
0.3,0.530461
0.32,0.515118
0.34,0.499791
0.36,0.48448
0.38,0.469184
0.4,0.453903
0.42,0.438635
0.44,0.423382
0.46,0.408142
0.48,0.392915
0.5,0.3777
0.52,0.362498
0.54,0.347306
0.56,0.332126
0.58,0.316957
0.6,0.301797
0.62,0.286647
0.64,0.271507
0.66,0.256375
0.68,0.241251
0.7,0.226135
0.72,0.211027
0.74,0.195925
0.76,0.180829
0.78,0.16574
0.8,0.150655
0.82,0.135576
0.84,0.120501
0.86,0.10543
0.88,0.090362
0.9,0.0752972
0.92,0.0602348
0.94,0.0451744
0.96,0.0301154
0.98,0.0150575
1,0
