x,T
0,0.14966
0.02,0.142163
0.04,0.134949
0.06,0.128014
0.08,0.121351
0.1,0.114955
0.12,0.108819
0.14,0.102937
0.16,0.0973036
0.18,0.0919115
0.2,0.0867545
0.22,0.081826
0.24,0.0771195
0.26,0.0726283
0.28,0.0683457
0.3,0.064265
0.32,0.0603796
0.34,0.0566828
0.36,0.0531678
0.38,0.049828
0.4,0.0466569
0.42,0.0436477
0.44,0.0407941
0.46,0.0380895
0.48,0.0355275
0.5,0.0331018
0.52,0.0308062
0.54,0.0286345
0.56,0.0265805
0.58,0.0246384
0.6,0.0228022
0.62,0.0210661
0.64,0.0194243
0.66,0.0178713
0.68,0.0164014
0.7,0.0150093
0.72,0.0136896
0.74,0.0124371
0.76,0.0112465
0.78,0.0101127
0.8,0.00903077
0.82,0.00799569
0.84,0.00700259
0.86,0.00604664
0.88,0.00512307
0.9,0.00422717
0.92,0.00335425
0.94,0.00249968
0.96,0.00165883
0.98,0.000827133
1,0
