x,T
0,0.698795
0.02,0.684206
0.04,0.669652
0.06,0.655134
0.08,0.64065
0.1,0.6262
0.12,0.611783
0.14,0.597399
0.16,0.583047
0.18,0.568727
0.2,0.554437
0.22,0.540178
0.24,0.525948
0.26,0.511747
0.28,0.497574
0.3,0.483428
0.32,0.46931
0.34,0.455217
0.36,0.441151
0.38,0.427108
0.4,0.41309
0.42,0.399095
0.44,0.385123
0.46,0.371172
0.48,0.357243
0.5,0.343334
0.52,0.329445
0.54,0.315575
0.56,0.301723
0.58,0.287888
0.6,0.27407
0.62,0.260267
0.64,0.24648
0.66,0.232707
0.68,0.218948
0.7,0.205202
0.72,0.191467
0.74,0.177744
0.76,0.164031
0.78,0.150328
0.8,0.136634
0.82,0.122947
0.84,0.109268
0.86,0.0955956
0.88,0.0819286
0.9,0.0682664
0.92,0.0546083
0.94,0.0409534
0.96,0.0273009
0.98,0.0136501
1,0
