x,T
0,0.277457
0.02,0.268213
0.04,0.259175
0.06,0.250342
0.08,0.24171
0.1,0.233278
0.12,0.225041
0.14,0.216999
0.16,0.209146
0.18,0.201481
0.2,0.194001
0.22,0.186701
0.24,0.179579
0.26,0.172631
0.28,0.165854
0.3,0.159244
0.32,0.152797
0.34,0.14651
0.36,0.140379
0.38,0.134399
0.4,0.128567
0.42,0.122878
0.44,0.117329
0.46,0.111915
0.48,0.106632
0.5,0.101476
0.52,0.0964415
0.54,0.0915249
0.56,0.0867213
0.58,0.0820263
0.6,0.0774352
0.62,0.0729434
0.64,0.0685461
0.66,0.0642386
0.68,0.0600162
0.7,0.0558739
0.72,0.0518069
0.74,0.0478104
0.76,0.0438794
0.78,0.040009
0.8,0.0361942
0.82,0.0324301
0.84,0.0287115
0.86,0.0250336
0.88,0.0213912
0.9,0.0177794
0.92,0.0141929
0.94,0.0106269
0.96,0.0070761
0.98,0.0035355
1,0
