x,T
0,0.781086
0.02,0.765144
0.04,0.749221
0.06,0.733317
0.08,0.717431
0.1,0.701563
0.12,0.685712
0.14,0.669878
0.16,0.654062
0.18,0.638261
0.2,0.622477
0.22,0.606709
0.24,0.590956
0.26,0.575218
0.28,0.559494
0.3,0.543785
0.32,0.52809
0.34,0.512409
0.36,0.496741
0.38,0.481085
0.4,0.465442
0.42,0.449812
0.44,0.434192
0.46,0.418584
0.48,0.402988
0.5,0.387401
0.52,0.371825
0.54,0.356258
0.56,0.340701
0.58,0.325153
0.6,0.309613
0.62,0.294082
0.64,0.278558
0.66,0.263042
0.68,0.247533
0.7,0.23203
0.72,0.216534
0.74,0.201043
0.76,0.185557
0.78,0.170077
0.8,0.154601
0.82,0.139129
0.84,0.123661
0.86,0.108196
0.88,0.092734
0.9,0.0772746
0.92,0.0618172
0.94,0.0463614
0.96,0.0309069
0.98,0.0154533
1,0
