x,T
0,0.468085
0.02,0.456734
0.04,0.445495
0.06,0.434367
0.08,0.423347
0.1,0.412435
0.12,0.401628
0.14,0.390925
0.16,0.380326
0.18,0.369827
0.2,0.359427
0.22,0.349124
0.24,0.338917
0.26,0.328803
0.28,0.318781
0.3,0.308849
0.32,0.299004
0.34,0.289245
0.36,0.27957
0.38,0.269976
0.4,0.260461
0.42,0.251024
0.44,0.241661
0.46,0.232371
0.48,0.223151
0.5,0.214
0.52,0.204914
0.54,0.195892
0.56,0.18693
0.58,0.178027
0.6,0.169179
0.62,0.160386
0.64,0.151643
0.66,0.142949
0.68,0.1343
0.7,0.125695
0.72,0.11713
0.74,0.108604
0.76,0.100113
0.78,0.0916543
0.8,0.083226
0.82,0.0748251
0.84,0.0664488
0.86,0.0580946
0.88,0.0497595
0.9,0.041441
0.92,0.0331363
0.94,0.0248426
0.96,0.0165571
0.98,0.00827717
1,0
