x,T
0,0.598071
0.02,0.584999
0.04,0.571991
0.06,0.559045
0.08,0.546162
0.1,0.533339
0.12,0.520576
0.14,0.507871
0.16,0.495225
0.18,0.482635
0.2,0.470101
0.22,0.457621
0.24,0.445194
0.26,0.43282
0.28,0.420497
0.3,0.408224
0.32,0.395999
0.34,0.383822
0.36,0.371692
0.38,0.359606
0.4,0.347564
0.42,0.335565
0.44,0.323607
0.46,0.31169
0.48,0.29981
0.5,0.287969
0.52,0.276163
0.54,0.264392
0.56,0.252654
0.58,0.240948
0.6,0.229273
0.62,0.217627
0.64,0.206009
0.66,0.194418
0.68,0.182851
0.7,0.171308
0.72,0.159787
0.74,0.148287
0.76,0.136806
0.78,0.125342
0.8,0.113896
0.82,0.102464
0.84,0.0910449
0.86,0.0796382
0.88,0.0682419
0.9,0.0568545
0.92,0.0454747
0.94,0.0341008
0.96,0.0227314
0.98,0.0113649
1,0
