x,T
0,0.352332
0.02,0.342292
0.04,0.332419
0.06,0.32271
0.08,0.313163
0.1,0.303777
0.12,0.294548
0.14,0.285475
0.16,0.276555
0.18,0.267787
0.2,0.259167
0.22,0.250693
0.24,0.242363
0.26,0.234174
0.28,0.226123
0.3,0.218207
0.32,0.210424
0.34,0.202769
0.36,0.195242
0.38,0.187837
0.4,0.180553
0.42,0.173385
0.44,0.166331
0.46,0.159387
0.48,0.15255
0.5,0.145817
0.52,0.139183
0.54,0.132645
0.56,0.1262
0.58,0.119844
0.6,0.113573
0.62,0.107384
0.64,0.101272
0.66,0.0952344
0.68,0.0892664
0.7,0.0833644
0.72,0.0775245
0.74,0.0717426
0.76,0.0660147
0.78,0.0603369
0.8,0.0547049
0.82,0.0491148
0.84,0.0435623
0.86,0.0380434
0.88,0.0325539
0.9,0.0270897
0.92,0.0216465
0.94,0.0162201
0.96,0.0108064
0.98,0.00540108
1,0
