x,T
0,0.677003
0.02,0.662755
0.04,0.648548
0.06,0.634381
0.08,0.620255
0.1,0.606167
0.12,0.592118
0.14,0.578106
0.16,0.564132
0.18,0.550194
0.2,0.536291
0.22,0.522423
0.24,0.508589
0.26,0.494788
0.28,0.48102
0.3,0.467284
0.32,0.453579
0.34,0.439904
0.36,0.426258
0.38,0.412641
0.4,0.399051
0.42,0.385489
0.44,0.371953
0.46,0.358442
0.48,0.344955
0.5,0.331492
0.52,0.318052
0.54,0.304634
0.56,0.291236
0.58,0.277859
0.6,0.264501
0.62,0.251162
0.64,0.23784
0.66,0.224535
0.68,0.211245
0.7,0.19797
0.72,0.184709
0.74,0.171461
0.76,0.158225
0.78,0.145
0.8,0.131786
0.82,0.118581
0.84,0.105384
0.86,0.0921944
0.88,0.0790116
0.9,0.0658345
0.92,0.052662
0.94,0.0394932
0.96,0.0263272
0.98,0.0131631
1,0
