x,T
0,0.737945
0.02,0.722725
0.04,0.707532
0.06,0.692365
0.08,0.677224
0.1,0.662109
0.12,0.647019
0.14,0.631954
0.16,0.616913
0.18,0.601896
0.2,0.586901
0.22,0.57193
0.24,0.556981
0.26,0.542053
0.28,0.527147
0.3,0.512261
0.32,0.497396
0.34,0.48255
0.36,0.467723
0.38,0.452915
0.4,0.438125
0.42,0.423352
0.44,0.408597
0.46,0.393857
0.48,0.379134
0.5,0.364425
0.52,0.349732
0.54,0.335053
0.56,0.320387
0.58,0.305734
0.6,0.291094
0.62,0.276465
0.64,0.261848
0.66,0.247242
0.68,0.232645
0.7,0.218059
0.72,0.203481
0.74,0.188911
0.76,0.17435
0.78,0.159795
0.8,0.145247
0.82,0.130705
0.84,0.116169
0.86,0.101637
0.88,0.0871099
0.9,0.0725861
0.92,0.0580652
0.94,0.0435468
0.96,0.0290302
0.98,0.0145148
1,0
