x,T
0,0.688279
0.02,0.673856
0.04,0.65947
0.06,0.645122
0.08,0.630812
0.1,0.616537
0.12,0.602298
0.14,0.588095
0.16,0.573926
0.18,0.55979
0.2,0.545688
0.22,0.531617
0.24,0.517579
0.26,0.503572
0.28,0.489594
0.3,0.475647
0.32,0.461728
0.34,0.447837
0.36,0.433973
0.38,0.420136
0.4,0.406325
0.42,0.392539
0.44,0.378777
0.46,0.365039
0.48,0.351323
0.5,0.337629
0.52,0.323957
0.54,0.310304
0.56,0.296671
0.58,0.283057
0.6,0.269461
0.62,0.255882
0.64,0.242319
0.66,0.228771
0.68,0.215238
0.7,0.201719
0.72,0.188213
0.74,0.174718
0.76,0.161235
0.78,0.147762
0.8,0.134299
0.82,0.120845
0.84,0.107398
0.86,0.0939578
0.88,0.080524
0.9,0.0670954
0.92,0.0536711
0.94,0.0402503
0.96,0.0268321
0.98,0.0134156
1,0
