x,T
0,0.784111
0.02,0.768117
0.04,0.752142
0.06,0.736186
0.08,0.720246
0.1,0.704325
0.12,0.68842
0.14,0.672532
0.16,0.65666
0.18,0.640804
0.2,0.624964
0.22,0.609139
0.24,0.593329
0.26,0.577534
0.28,0.561753
0.3,0.545986
0.32,0.530233
0.34,0.514492
0.36,0.498765
0.38,0.48305
0.4,0.467347
0.42,0.451656
0.44,0.435977
0.46,0.420308
0.48,0.40465
0.5,0.389002
0.52,0.373364
0.54,0.357735
0.56,0.342116
0.58,0.326505
0.6,0.310903
0.62,0.295308
0.64,0.279721
0.66,0.264142
0.68,0.248569
0.7,0.233002
0.72,0.217442
0.74,0.201887
0.76,0.186337
0.78,0.170792
0.8,0.155251
0.82,0.139715
0.84,0.124182
0.86,0.108652
0.88,0.0931251
0.9,0.0776006
0.92,0.062078
0.94,0.0465571
0.96,0.0310374
0.98,0.0155185
1,0
