x,T
0,0.113475
0.02,0.10675
0.04,0.100331
0.06,0.094211
0.08,0.0883819
0.1,0.0828355
0.12,0.0775635
0.14,0.0725575
0.16,0.067809
0.18,0.0633096
0.2,0.0590506
0.22,0.0550236
0.24,0.0512198
0.26,0.0476309
0.28,0.0442482
0.3,0.0410634
0.32,0.0380682
0.34,0.0352544
0.36,0.0326137
0.38,0.0301383
0.4,0.0278202
0.42,0.0256519
0.44,0.0236257
0.46,0.0217344
0.48,0.0199707
0.5,0.0183277
0.52,0.0167987
0.54,0.0153769
0.56,0.0140561
0.58,0.0128301
0.6,0.0116928
0.62,0.0106386
0.64,0.00966172
0.66,0.00875691
0.68,0.00791896
0.7,0.00714285
0.72,0.00642376
0.74,0.00575704
0.76,0.00513821
0.78,0.00456295
0.8,0.00402707
0.82,0.00352654
0.84,0.00305745
0.86,0.002616
0.88,0.0021985
0.9,0.00180136
0.92,0.00142106
0.94,0.00105415
0.96,0.000697236
0.98,0.000346962
1,0
