x,T
0,0.251497
0.02,0.242543
0.04,0.23381
0.06,0.225295
0.08,0.216997
0.1,0.208912
0.12,0.201037
0.14,0.193368
0.16,0.185903
0.18,0.178638
0.2,0.17157
0.22,0.164694
0.24,0.158007
0.26,0.151506
0.28,0.145186
0.3,0.139044
0.32,0.133074
0.34,0.127274
0.36,0.121639
0.38,0.116164
0.4,0.110845
0.42,0.105678
0.44,0.100658
0.46,0.0957806
0.48,0.0910411
0.5,0.0864347
0.52,0.0819567
0.54,0.0776023
0.56,0.0733666
0.58,0.0692449
0.6,0.065232
0.62,0.0613231
0.64,0.0575132
0.66,0.0537972
0.68,0.05017
0.7,0.0466266
0.72,0.0431619
0.74,0.0397706
0.76,0.0364476
0.78,0.0331878
0.8,0.029986
0.82,0.0268368
0.84,0.0237352
0.86,0.0206757
0.88,0.0176533
0.9,0.0146626
0.92,0.0116983
0.94,0.00875522
0.96,0.00582799
0.98,0.00291135
1,0
