x,T
0,0.775583
0.02,0.759735
0.04,0.743907
0.06,0.728098
0.08,0.712308
0.1,0.696537
0.12,0.680785
0.14,0.66505
0.16,0.649333
0.18,0.633634
0.2,0.617951
0.22,0.602285
0.24,0.586635
0.26,0.571001
0.28,0.555382
0.3,0.539779
0.32,0.52419
0.34,0.508615
0.36,0.493055
0.38,0.477508
0.4,0.461974
0.42,0.446452
0.44,0.430943
0.46,0.415446
0.48,0.39996
0.5,0.384486
0.52,0.369022
0.54,0.353568
0.56,0.338125
0.58,0.32269
0.6,0.307265
0.62,0.291848
0.64,0.27644
0.66,0.261039
0.68,0.245646
0.7,0.230259
0.72,0.214879
0.74,0.199505
0.76,0.184137
0.78,0.168774
0.8,0.153416
0.82,0.138062
0.84,0.122712
0.86,0.107365
0.88,0.0920216
0.9,0.0766807
0.92,0.0613419
0.94,0.0460049
0.96,0.0306692
0.98,0.0153344
1,0
